leverantör,year,belopp
AB PLATZER BRÄMAREGÅRDEN 35:4,2016,2689723.81
AB PLATZER BRÄMAREGÅRDEN 35:4,2017,89211.32
AB PLATZER BRÄMAREGÅRDEN 35:4,2018,69292.02
AB PLATZER GAMLESTADEN 740:132,2018,14877204.41
AB PLATZER GAMLESTADEN 740:132,2019,24663938.95
AB PLATZER GULLBERGSVASS 703:53,2016,561621.0
AB PLATZER GULLBERGSVASS 703:53,2017,9486.47
AB PLATZER OLSKROKEN 18:7,2016,216854.0
AB PLATZER OLSKROKEN 18:7,2017,219615.0
AB PLATZER OLSKROKEN 18:7,2018,228619.0
AB PLATZER OLSKROKEN 18:7,2019,258500.0
AB PLATZER STAMPEN 4:44,2016,15000.0
AB PLATZER STAMPEN 4:44,2017,15000.0
AB PLATZER STAMPEN 4:44,2018,15000.0
AB PLATZER STAMPEN 4:44,2019,15000.0
AB PODAB,2016,8887.24
AB PODAB,2017,16537.0
AB PODAB,2018,9689.99
AB PODAB,2019,4433.620000000003
AB POLLUX YTBEHANDLING,2016,960.0
AB POLY-PRODUKTER,2016,4272.75
AB POLY-PRODUKTER,2019,16488.62
AB PROVIA VÄGMÄRKNING,2016,199863.25
AB PROVIA VÄGMÄRKNING,2017,242307.25
AB PROVIA VÄGMÄRKNING,2018,4800.0
AB PROVIA VÄGMÄRKNING,2019,2852.0
AB PUSTERVIK 2:20,2016,1268912.25
AB PUSTERVIK 2:20,2017,1808301.75
AB PUSTERVIK 2:20,2018,1969122.12
AB PUSTERVIK 2:20,2019,2163891.49
AB RIMMAREN,2016,1005545.5
AB RIMMAREN,2017,1637448.25
AB RIMMAREN,2018,1681628.23
AB RIMMAREN,2019,1956434.75
AB ROBERT LIDBECK & CO,2016,26095.48
AB ROBERT LIDBECK & CO,2017,9122.32
AB ROBERT LIDBECK & CO,2018,5356.0
AB ROBERT LIDBECK & CO,2019,3399.25
AB RÖRPOJKARNA,2016,4800244.150000013
AB RÖRPOJKARNA,2017,5520339.830000003
AB RÖRPOJKARNA,2018,5054510.650000011
AB RÖRPOJKARNA,2019,4130418.469999997
AB SALBOHEDS GRUPPBOENDE,2016,180196.0
AB SALBOHEDS GRUPPBOENDE,2018,656842.0
AB SALBOHEDS GRUPPBOENDE,2019,3072150.0
AB SANTONYŽS,2016,27306.61
AB SANTONYŽS,2017,54226.07
AB SANTONYŽS,2018,49005.71000000001
AB SANTONYŽS,2019,50086.06
AB SAPPA,2016,18329.780000000002
AB SAPPA,2017,12855.01
AB SAPPA,2018,7107.259999999999
AB SAPPA,2019,8151.379999999999
AB SIESING & CO,2018,638.4
AB SIESING & CO,2019,527.2
AB SILVERLAKE CAMP & KANOT,2017,2714.28
AB SILVERLAKE CAMP & KANOT,2019,14824.75
AB SKARA STADSHOTELL,2016,3566.96
AB SKARA STADSHOTELL,2017,964.29
AB SKARA STADSHOTELL,2018,23350.9
AB SKRIFTSPRAKA,2017,18000.0
AB SNICKERISERVICE,2016,6048652.0
AB SNICKERISERVICE,2017,5906937.0
AB SNICKERISERVICE,2018,5056744.0
AB SNICKERISERVICE,2019,4581321.0
AB SOLVUT,2016,306617.63
AB SOLVUT,2017,1406878.48
AB STEKONSERVERING VÄST,2016,272156.0
AB STEKONSERVERING VÄST,2017,519708.0
AB STEKONSERVERING VÄST,2018,594904.0
AB STEKONSERVERING VÄST,2019,516156.0
AB STOCKHOLMSTOLKARNA,2016,3100.0
AB STRÄNGNÄS STÖDBOENDE,2019,92381.0
AB SVENSK BILPROVNING,2016,33395.2
AB SVENSK BILPROVNING,2017,43996.0
AB SVENSK BILPROVNING,2018,25324.0
AB SVENSK BILPROVNING,2019,16932.800000000007
AB SVENSK DIREKTINKASSO,2017,750.33
AB SVENSK DIREKTINKASSO,2018,11343.449999999999
AB SVENSK DIREKTINKASSO,2019,555.62
AB SVENSK FILMINDUSTRI,2016,19816.0
AB SVENSK FILMINDUSTRI,2017,95.97000000000025
AB SVENSK FILMINDUSTRI,2018,20900.0
AB SVENSK FILMINDUSTRI,2019,19000.0
AB SVENSK KONSTNÄRSSERVICE,2018,130.22
AB SVENSK KONSTNÄRSSERVICE,2019,8638.69
AB SVENSK SKOLSÄKERHET,2016,37000.0
AB SVENSK SKOLSÄKERHET,2017,263800.0
AB SVENSK SKOLSÄKERHET,2018,80000.0
AB SVENSKA BRIDGEFÖRLAGET,2018,1324.9
AB SVENSKA INDUSTRI INSTRUMENT,2016,22168.0
AB SVENSKA INDUSTRI INSTRUMENT,2017,5584.0
AB SVENSKA INDUSTRI INSTRUMENT,2018,41886.5
AB SVENSKA INDUSTRI INSTRUMENT,2019,82514.5
AB SVERIGES HYRESVÄRDAR,2017,1276.8
AB SWEDEC AUTOMATION,2018,8339.24
AB SÄTILA BYGG,2018,35000.0
AB SÄTILA BYGG,2019,54852.0
AB SÖDERSTÖD ÖPPENVÅRD,2016,18090.0
AB SÖDERSTÖD ÖPPENVÅRD,2017,12060.0
AB TABULA,2016,18953.75
AB TABULA,2017,7446.5
AB TABULA,2018,1861.0
AB TABULA,2019,3287.25
AB TINGSTADS PAPPER,2016,273130.23
AB TINGSTADS PAPPER,2017,190791.52999999997
AB TINGSTADS PAPPER,2018,148414.7400000001
AB TINGSTADS PAPPER,2019,103195.13999999998
AB TOLLOR,2016,254780.25
AB TOLLOR,2017,37000.0
AB TOLLOR,2018,14050.5
AB TOLLOR,2019,24000.0
AB TORSTEN BENGTSSON,2016,37252.0
AB TORSTEN BENGTSSON,2017,30451.0
AB TORSTEN BENGTSSON,2018,31525.0
AB TORSTEN BENGTSSON,2019,84966.0
AB TRANSISTOR SWEDEN,2016,88066.5
AB TRANSISTOR SWEDEN,2017,47406.5
AB TRANSISTOR SWEDEN,2018,14495.25
AB TRANSISTOR SWEDEN,2019,89408.5
AB TRANÅS SKINNBEREDNING,2016,5390.5
AB TRANÅS SKINNBEREDNING,2017,9973.75
AB TRANÅS SKINNBEREDNING,2018,5196.75
AB TRANÅS SKINNBEREDNING,2019,11310.5
AB TRUMSLAGAREN,2017,10276.0
AB TRUMSLAGAREN,2018,3609.6
AB TRUMSLAGAREN,2019,634.13
AB TRYCKKEDJAN,2017,33712.25
AB TRYCKKEDJAN,2018,10185.75
AB ULRIKA-LOO,2016,2289399.0
AB ULRIKA-LOO,2017,1064700.0
AB UNG DESTINATION (FB),2019,480516.0
AB VABON,2016,733124.0
AB VABON,2017,115645.0
AB VABON,2018,918974.0
AB VABON,2019,287008.25
AB VABON (FB),2018,38550.0
AB VOLVO,2018,75.0
AB VOLVO,2019,12675.899999999998
AB VÄRNAMO SLIPERI OCH GLASMÄSTERI,2019,139266.25
AB VÄSKAN,2016,1758.4
AB VÄSKAN,2017,2024.0
AB VÄSKAN,2018,4408.0
AB VÄSTSVENSKA ELBOLAGET,2017,2382.35
AB VÄSTSVENSKA LÅSMONTAGE,2016,106056.33000000002
AB VÄSTSVENSKA LÅSMONTAGE,2017,47385.30999999998
AB VÄSTSVENSKA LÅSMONTAGE,2018,149028.7
AB VÄSTSVENSKA LÅSMONTAGE,2019,139514.87999999998
AB VÄSTSVENSKA TRÄNINGSPRODUKTER,2018,240.0
AB VÅRDLÄNKEN BEMANNING & REKRYTERING,2018,48812.87
AB VÅRDLÄNKEN BEMANNING & REKRYTERING,2019,3618116.940000001
AB WILLIAM MICHELSENS BOKTRYCKERI,2016,7122.5
AB WILLIAM MICHELSENS BOKTRYCKERI,2018,3480.0
AB WILLIAM MICHELSENS BOKTRYCKERI,2019,3240.0
AB ÄNGLA PERSONLIG ASSISTANS,2019,612435.0
AB ÄNGLA PERSONLIG ASSISTANS (FB),2019,1079248.0
AB ÖRNEN OCH KRÅKAN,2018,420.0
ABA-SKOL AB,2016,5311816.000000018
ABA-SKOL AB,2017,3920690.8300000206
ABA-SKOL AB,2018,3402587.440000013
ABA-SKOL AB,2019,1953004.900000001
ABACUS SALES AB,2017,535.25
ABACUS SALES AB,2018,910.5
ABAKO ARKITEKTKONTOR AB,2016,514913.0
ABAKO ARKITEKTKONTOR AB,2017,1473828.5
ABAKO ARKITEKTKONTOR AB,2018,990689.0
ABAKO ARKITEKTKONTOR AB,2019,171876.0
ABAKO INTERNATIONAL PARTENERS AB,2017,540.0
ABAS PROTECT AB,2016,42105.979999999996
ABAS PROTECT AB,2017,52796.92999999999
ABAS PROTECT AB,2018,29304.98
ABAS PROTECT AB,2019,121560.08
ABAT AB,2018,27340.0
ABAT AB,2019,86441.0
ABB AB,2016,2646559.6999999997
ABB AB,2017,7867607.649999999
ABB AB,2018,25792315.859999996
ABB AB,2019,12882914.0
ABBORRE HEMTJÄNST STÄD & PERSONLIG ASSISTANS AB,2018,184888.0
ABBORRE HEMTJÄNST STÄD & PERSONLIG ASSISTANS AB,2019,202072.0
ABC All aBout Children,2016,12633856.0
ABC All aBout Children,2017,12428602.0
ABC All aBout Children,2018,13346971.0
ABC All aBout Children,2019,16273930.0
ABC EURO SOFT AB,2018,6848.75
ABC GRUPPEN AB (FB),2019,718.5
ABC LEKSAKER,2016,3958.64
ABC LEKSAKER,2017,-1868.0
ABC LEKSAKER,2018,659.2
ABC LEKSAKER,2019,3558.4000000000005
ABC SOLUTIONS VÄSTSVERIGE AB,2017,3857.0
ABC-GRUPPEN AB (FB),2016,222.4
ABC-TRYCK AB,2016,1535.25
ABEA LARMTEKNIK AB,2016,242523.20999999996
ABEA LARMTEKNIK AB,2017,124496.71999999999
ABEA LARMTEKNIK AB,2018,112545.71999999999
ABEA LARMTEKNIK AB,2019,177558.06
ABECITA KONSTMUSEUM,2017,1415.1
ABECITA KONSTMUSEUM,2019,3028.17
ABELKO INNOVATION,2017,15065.5
ABELKO INNOVATION,2018,12857.5
ABERDEEN ASSET MAGAGEMENT SWEDEN AB,2016,23520.0
ABERDEEN GAMLA LIVFÖRSÄKRINGS AB SEB TRYGG LIV,2016,17277852.0
ABERDEEN GAMLA LIVFÖRSÄKRINGS AB SEB TRYGG LIV,2017,10495966.0
ABERIA ROSLAGEN HVB AB,2017,2277000.0
ABERIA ROSLAGEN HVB AB,2018,1848000.0
ABESIKTNING VÄST AB,2016,4222250.63
ABESIKTNING VÄST AB,2017,4753332.840000004
ABESIKTNING VÄST AB,2018,2676684.350000002
ABESIKTNING VÄST AB,2019,3581799.930000003
ABETONG AB,2016,450000.0
ABETONG AB,2018,218000.0
ABETSTEKNIK C AKTERHALL AB,2016,18300.0
ABETSTEKNIK C AKTERHALL AB,2018,23000.0
ABF,2019,5358390.0
ABF CENTRUM,2016,407607.0
ABF GÖTEBORG,2016,249497.0
ABF GÖTEBORG,2017,716294.0
ABF GÖTEBORG,2018,920110.0
ABF GÖTEBORG,2019,928808.55
ABF VUX GÖTEBORG,2016,70200995.0
ABF VUX GÖTEBORG,2017,82311923.6
ABF VUX GÖTEBORG,2018,89735016.14000002
ABF VUX GÖTEBORG,2019,106095432.34999998
ABF ÖREBRO LÄN,2017,58880.0
ABG CISTERNER AB,2016,23230.0
ABG CISTERNER AB,2017,23617.0
ABG CISTERNER AB,2018,24244.0
ABG CISTERNER AB,2019,24733.0
ABI-TRÄ AB,2016,28797.999999999996
ABI-TRÄ AB,2017,43822.83000000001
ABI-TRÄ AB,2018,21274.350000000002
ABI-TRÄ AB,2019,3364.16
ABILIA AB,2016,5332.75
ABILIA AB,2017,14324.0
ABILIA AB,2018,41922.0
ABILIA AB,2019,7626.0
ABILITYPARTNER EUROPE AB,2016,222758.5
ABILITYPARTNER EUROPE AB,2017,221181.0
ABILITYPARTNER EUROPE AB,2018,89344.5
ABILITYPARTNER EUROPE AB,2019,261643.5
ABILMONTE,2016,9096.0
ABILMONTE,2017,99670.69
ABILMONTE,2018,8922.5
ABILMONTE,2019,25875.25
ABIR ALBUKHARI,2019,27000.0
ABIVON AB (FB),2017,20250.5
ABL KONSULT VÄRMLAND AB,2017,995.25
ABLIX SVERIGE AB,2016,51300.0
ABM PRODUKTER SVERIGE AB,2016,474.47
ABM PRODUKTER SVERIGE AB,2017,1010.5
ABNORM SCENKONST,2019,50255.0
ABOVE VANDRARHEM,2016,10000.0
ABRASO STÖD & OMSORG AB,2016,1256000.0
ABRASO STÖD & OMSORG AB,2017,264000.0
ABSOLUTELY SWEET MARIE (FB),2016,7823.0
ABSORBENTA MILJÖ AB,2019,17390.54
ABSTRAKT REKLAM I SKURUP AB,2017,58477.5
ABSTRAKT REKLAM I SKURUP AB,2018,103288.75
ABSTRAKT REKLAM I SKURUP AB,2019,32745.0
ABSURD IDEAS AB,2016,53205.75
ABSURD IDEAS AB,2017,10785.75
ABSURD IDEAS AB,2018,100252.5
ABSURD IDEAS AB,2019,3335.25
ABULKASEM AKTIEBOLAG,2019,17628.0
ABW EQUIPMENT AB,2016,4183.25
ABW EQUIPMENT AB,2017,535.25
ABYSS HOTEL AB,2016,208553.63
ABZOLUT-REKLAM,2017,3400.0
AC BIL & DÄCKSERVICE AB,2019,14616.0
AC KONSULT AC GULLACKSEN,2017,2500.0
ACA ASSISTANS AB,2016,175739.6
ACA ASSISTANS AB,2017,687879.0
ACA ASSISTANS AB,2018,341261.4
ACADEMEDIA EDUCTUS AB,2016,28559653.0
ACADEMEDIA EDUCTUS AB,2017,28520056.070000004
ACADEMEDIA EDUCTUS AB,2018,29690402.299999997
ACADEMEDIA EDUCTUS AB,2019,38036053.309999995
ACADEMEDIA FRIA GRUNDSKOLOR AB,2016,2857532.5500000003
ACADEMEDIA FRIA GRUNDSKOLOR AB,2017,2661402.0
ACADEMEDIA FRIA GRUNDSKOLOR AB,2018,3144932.83
ACADEMEDIA FRIA GRUNDSKOLOR AB,2019,2727623.0
ACADEMIA IRIA FLAVIA,2019,10084.98
ACADEMIC CONSULTANT HOUSE AB,2016,14298.0
ACADEMIC CONSULTANT HOUSE AB,2017,45794.5
ACADEMIC CONSULTANT HOUSE AB,2018,70000.0
ACADEMIC WORK SWEDEN AB,2016,397203.2
ACADEMIC WORK SWEDEN AB,2018,110132.87
ACADEMIC WORK TECHNOLOGY AB,2016,59399.990000000005
ACADEMY OF MUSIC & BUSINESS,2016,239916.0
ACADEMY OF MUSIC & BUSINESS,2017,200928.0
ACADEMY OF MUSIC & BUSINESS,2018,101464.0
ACADEMY OF MUSIC & BUSINESS,2019,150672.0
ACADEMY OF MUSIC & BUSINESS EDUCATION VARA AB,2017,222156.0
ACADEMY OF MUSIC & BUSINESS EDUCATION VARA AB,2018,342063.0
ACADEMY OF MUSIC & BUSINESS EDUCATION VARA AB,2019,470872.0
ACAMA KONSULT AB,2017,11900.0
ACAMA KONSULT AB,2018,17739.2
ACAMA KONSULT AB,2019,6795.25
ACANDO CONSULTING AB,2016,372000.0
ACANDO CONSULTING AB,2017,24000.0
ACANDO CONSULTING AB,2018,781950.5
ACANDO CONSULTING AB,2019,4329779.01
ACANTHUS FASTIGHETSSERVICE AB,2016,10354000.0
ACC GLASRÅDGIVARE AB,2016,64100.0
ACC GLASRÅDGIVARE AB,2017,10830.5
ACC GLASRÅDGIVARE AB,2018,7560.0
ACC GLASRÅDGIVARE AB,2019,4320.0
ACCENT GOLV AB,2017,14190.36
ACCEPT BYGGNADS AB,2019,25700.0
ACCONU,2019,8448.0
ACCOUNTOR EKONOMI & RÅDGIVNING AB,2016,185365.03
ACEGOV AB,2018,1978.44
ACG FYRTAL AB,2018,55223.29
ACG FYRTAL AB,2019,4544.0
ACG NYSTRÖM AB,2016,2396.0
ACG NYSTRÖM AB,2018,42393.57
ACG NYSTRÖM AB,2019,31290.35
ACHIMA CARE AB,2016,22624.0
ACITEX-MILJÖ SKYDD AB,2016,37044.0
ACITEX-MILJÖ SKYDD AB,2017,37044.0
ACITEX-MILJÖ SKYDD AB,2018,37044.0
ACITEX-MILJÖ SKYDD AB,2019,23010.5
ACK-TECH AFFÄRSUTVECKLING STORKÖK,2016,5680.0
ACK-TECH AFFÄRSUTVECKLING STORKÖK,2017,5101.0
ACKA EKONOMIKONSULT,2017,875.0
ACKEBRINK AB,2018,64000.0
ACKERT,2016,10580.0
ACKERT,2017,2861.0
ACKERT,2018,964.75
ACKORDANALYS C/O PER JOHANSSON,2017,34500.0
ACKORDANALYS C/O PER JOHANSSON,2019,2586.0
ACKORDSCENTRALEN VÄST AB,2018,50000.0
ACKURAT INDUSTRIPLAST AB,2017,186.37
ACO NORDICA AB,2016,4180.0
ACO NORDICA AB,2017,1415.25
ACO NORDICA AB,2019,2015.25
ACOBIA,2016,170850.5
ACOBIA,2017,337815.22
ACOBIA,2018,42252.37
ACOBIA,2019,39580.0
ACOEM AB,2018,141623.25
ACOEM AB,2019,195318.5
ACON FINLAND OY,2018,3043.87
ACONA AB,2016,78469.42
ACONA AB,2017,92603.8
ACONA AB,2018,93012.9
ACONA AB,2019,152752.7
ACQUIRE PUBLISHING BV,2019,51002.0
ACRE SKOGSTJÄNST AB,2018,11687.0
ACRELOTEN 541 AB C/O ISS EKONOMIF,2019,300.0
ACT AND GROW,2017,18000.0
ACTEA CONSULTING,2016,619411.5900000001
ACTEA CONSULTING,2017,713172.24
ACTEA CONSULTING,2018,720855.3400000001
ACTEA CONSULTING,2019,243040.0
ACTERA AB,2016,19219.25
ACTERA AB,2017,88294.55
ACTERA AB,2018,11350.5
ACTIC SVERIGE AB,2016,8168.54
ACTIC SVERIGE AB,2017,45108.53000000002
ACTIC SVERIGE AB,2018,46649.19000000001
ACTIC SVERIGE AB,2019,15851.34
ACTICON AB,2016,1120.0
ACTICON AB,2017,3334.5
ACTILEG AB,2017,47800.0
ACTILEG AB,2018,89700.0
ACTILEG AB,2019,29200.0
ACTING FOR CHANGE,2017,9500.0
ACTING FOR CHANGE,2018,3000.0
ACTION TIME EUROPE AB,2016,8700.4
ACTION TIME EUROPE AB,2017,11050.2
ACTION TIME EUROPE AB,2018,35786.2
ACTION TIME EUROPE AB,2019,77974.35
ACTIONBOLAGET,2016,5152.0
ACTIONPLANT AB (FB),2017,3360.1000000000004
ACTIONPLANT AB (FB),2018,26090.71
ACTIONSPORTSTORE FLODA AB,2017,12856.800000000001
ACTITREAT AB,2016,778800.0
ACTITREAT AB,2017,435600.0
ACTIV EL AB,2016,1102372.72
ACTIV EL AB,2017,866622.0
ACTIV EL AB,2018,954338.0
ACTIV EL AB,2019,825371.12
ACTIVE CARE SVERUP AB,2016,7613.5
ACTIVE FUTURE INVESTMENT AB (FB),2016,19900.0
ACTIVE FUTURE INVESTMENT AB (FB),2017,267800.0
ACTIVE FUTURE INVESTMENT AB (FB),2019,70800.0
ACTIVE OMSORG AB,2017,564200.0
ACTIVE OMSORG AB,2018,1007500.0
ACTIVE OMSORG OCH SKOLA I LINKÖPING,2016,905260.0
ACTIVE OMSORG OCH SKOLA I LINKÖPING,2017,1335300.0
ACTIVELIFE,2017,2500.0
ACTIVELIFE,2018,2500.0
ACTIVIO INTERNATIONAL AB,2017,2000.0
ACTIVIO INTERNATIONAL AB,2018,18246.5
ACTIVIO INTERNATIONAL AB,2019,1175.25
ACTIVLINK AB,2019,2196435.0
AD ART I ÄNGELHOLM KB,2019,1220.0
AD LUMEN CONNY ÅHS,2018,480672.64999999997
AD TERAPEUT AB,2017,286750.0
AD TERAPEUT AB,2018,164650.0
AD-PRODUKTION AB,2016,9790.0
AD-PRODUKTION AB,2018,75875.25
AD-PRODUKTION AB,2019,37658.58
ADA SERVICE PARTNER AB,2016,1036920.34
ADA SERVICE PARTNER AB,2017,997961.27
ADA SERVICE PARTNER AB,2018,1472255.49
ADA SERVICE PARTNER AB,2019,2446089.0399999996
ADAM ALGOTSSON,2016,4799.0
ADAM ALGOTSSON,2018,31776.0
ADAM PEREZ JAKOBSSON,2019,17000.0
ADAMCWEJMAN AB,2018,6000.0
ADAMS CAFE HB,2016,3544.64
ADAMS CAFE HB,2017,5985.71
ADAMS CAFE HB,2018,10983.93
ADAMS CAFE HB,2019,2594.6499999999996
ADAMSSON & LÖFGREN ORGANISATIONSUTVECKLING AB,2016,153624.25
ADAMSSON & LÖFGREN ORGANISATIONSUTVECKLING AB,2017,186880.00000000003
ADAMSSON & LÖFGREN ORGANISATIONSUTVECKLING AB,2018,86049.5
ADAMSSON & LÖFGREN ORGANISATIONSUTVECKLING AB,2019,260404.5
ADAPT AB,2016,8500.0
ADAPT AB,2017,51490.5
ADAPT ARBETSMILJÖKONSULT AB,2017,53900.0
ADAX MEDIA AB / DIREKTPRESS,2016,1843721.6900000002
ADAX MEDIA AB / DIREKTPRESS,2017,1055307.1800000002
ADAX MEDIA AB / DIREKTPRESS,2018,708813.9999999999
ADAX MEDIA AB / DIREKTPRESS,2019,654349.7200000001
ADAX TOTALLÅS AB,2016,6888.55
ADAX TOTALLÅS AB,2017,6400.0
ADAX TOTALLÅS AB,2018,3458.37
ADB-STÖD I MALEVIK AB,2016,3250.5
ADD ACCESS SWEDEN AB,2016,8000.0
ADD COMPETENCE AB,2016,72000.0
ADD GENDER AB,2019,27000.0
ADD SOME COLOR (ASC) AB (FB),2019,33995.0
ADDBRAND SWEDEN AB,2018,2926.37
ADDCIT AB,2016,229252.18
ADDCIT AB,2017,134727.97999999998
ADDCIT AB,2018,167766.01
ADDCIT AB,2019,149051.0
ADDEMA AB,2017,446050.5
ADDEMA AB,2018,74975.25
ADDICI SECURITY AB,2016,69677.0
ADDICI SECURITY AB,2017,15000.0
ADDING VALUE CONSULTING AB,2016,4000.0
ADDMOBILE AB,2016,32280.0
ADDMOBILE AB,2017,32280.0
ADDMOBILE AB,2018,12600.0
ADDNATURE AB (FB),2017,1708.81
ADDSECURE AB,2018,554754.2100000003
ADDSECURE AB,2019,802945.8200000003
ADDSECURE SMART RESCUE AB,2019,19977.75
ADDSTRACT AB,2016,2640.0
ADDUS CARE (FB),2016,12720.0
ADDUS CARE AB,2016,106080.0
ADDUS CARE AB,2017,312181.0
ADDUS CARE AB,2018,606084.0
ADDUS CARE AB,2019,5729.0
ADDUS CARE AB (FB),2017,43011.0
ADDVISE TILLQUIST AB (FB),2016,15950.5
ADDVISE TILLQUIST AB (FB),2017,15950.5
ADDVISE TILLQUIST AB (FB),2018,33019.25
ADECCO SWEDEN AB,2016,333262.9700000001
ADECCO SWEDEN AB,2017,479766.44
ADECCO SWEDEN AB,2018,22800.0
ADECCO SWEDEN AB,2019,1437392.5600000003
ADELA MUSIK OCH UTTRYCKANDE KONSTTERAPI,2016,6034.0
ADELINNE SMEDBERG,2018,30000.0
ADELINNE SMEDBERG,2019,8000.0
ADELÖVS FRISKOLA,2016,39526.0
ADELÖVS FRISKOLA,2017,79373.0
ADELÖVS FRISKOLA,2019,179763.25
ADENTOR AB (ÄNGÅS FASTIGHETER AB),2017,69900.0
ADENTOR AB (ÄNGÅS FASTIGHETER AB),2018,6184503.679999998
ADENTOR AB (ÄNGÅS FASTIGHETER AB),2019,2162827.4
ADEPRIMO AB,2016,40415.0
ADEPRIMO AB,2017,40272.0
ADEPRIMO AB,2018,40272.0
ADEPRIMO AB,2019,20728.0
ADERBYS RÖR AB,2016,967098.6
ADERBYS RÖR AB,2017,10216.07
ADERBYS RÖR AB,2018,123223.32
ADEX INTENOR & SNICKERI AB,2018,0.0
ADFIELDS AKTIEBOLAG (FB),2018,16000.0
ADI BILVÅRD I KUNGÄLV AB (FB),2016,6500.0
ADI SAFETY LINE SECURITY AB,2016,1468.75
ADISA AB,2016,7162818.0
ADISA AB,2017,4465500.0
ADISA AB,2018,2115890.0
ADISA AB,2019,3499833.25
ADITRO AB,2016,188726.77
ADITRO ENTERPRISE AB,2016,3808.0
ADJ PRODUKTION AB,2016,17000.0
ADLIBRIS AB,2016,501.2
ADLIBRIS AB,2017,847.1400000000001
ADLIBRIS AB (FB),2016,4739916.9600000065
ADLIBRIS AB (FB),2017,3204623.830000002
ADLIBRIS AB (FB),2018,4809853.57000001
ADLIBRIS AB (FB),2019,14392508.740000028
ADLÉN CONSULT AB,2016,895.25
ADLÉN CONSULT AB,2017,1889.5
ADMEDCON AB,2016,2000.0
ADMEDIC,2016,21350.0
ADMEDIC,2017,11200.0
ADMEDIC,2018,5250.0
ADMEDICAL,2016,36712.25
ADMEDICAL,2017,27321.0
ADMEDICAL,2018,74179.25
ADMEDICAL,2019,151359.37
ADMENTA SWEDEN AB (FB),2018,44444.81
ADMENTA SWEDEN AB (FB),2019,26107.14
ADMENTA SWEDEN AB LLOYDS APOTEK (FB),2016,38033.6
ADMENTA SWEDEN AB LLOYDS APOTEK (FB),2017,32306.569999999992
ADMENTA SWEDEN AB LLOYDS APOTEK (FB),2018,4407.16
ADMERA EDUCATION AB,2016,2195.25
ADMERA EDUCATION AB,2017,2195.25
ADMERA EDUCATION AB,2019,18161.0
ADOBE SYSTEMS SOFTWARE IRELAND LTD,2017,10940.41
ADOBE SYSTEMS SOFTWARE IRELAND LTD,2018,11631.33
ADOCTO AB (FB),2017,835.0
ADOLFSSON MÅLERI AB,2016,41464.490000000005
ADOLFSSON MÅLERI AB,2019,17571.25
ADOLFSSONS INGENJÖRSBYRÅ,2017,237320.0
ADOLFSSONS INGENJÖRSBYRÅ,2018,1160644.0
ADOLFSSONS INGENJÖRSBYRÅ,2019,921964.0
ADONIA OMSORG AB,2016,9843002.0
ADONIA OMSORG AB,2017,15595749.0
ADONIA OMSORG AB,2018,24178433.0
ADONIA OMSORG AB,2019,22359678.0
ADONNEWS (FB),2018,4529.0
ADOPTIS/LUNDAPEDAGOGEN,2016,2781.0
ADOPTIS/LUNDAPEDAGOGEN,2017,4170.5
ADOPTIS/LUNDAPEDAGOGEN,2018,695.25
ADORME AB,2017,585.6
ADRESSOPOST AB,2017,2084.75
ADRESSOPOST AB,2018,3824.75
ADRIAN & PARTNERS AB,2016,56250.0
ADRIAN & PARTNERS AB,2017,56500.0
ADRIAN & PARTNERS AB,2018,65625.0
ADRIAN & PARTNERS AB,2019,73625.0
ADRIANAS DANSHUS AB,2016,10000.0
ADRIENNE RISELEY,2016,10050.0
ADRIENNE RISELEY,2017,2300.0
ADRINAS FIKA AB,2019,912.5
ADS&NINES,2017,104574.0
ADS&NINES,2018,208540.5
ADS&NINES,2019,123300.0
ADTOLLO AB,2016,183999.2
ADTOLLO AB,2017,164849.75
ADTOLLO AB,2018,146880.0
ADTOLLO AB,2019,31360.0
ADTOOX AB,2018,435.25
ADV IDE O DESIGN AB,2016,122042.75
ADV IDE O DESIGN AB,2017,94039.18000000001
ADV IDE O DESIGN AB,2018,155010.75
ADV IDE O DESIGN AB,2019,34698.5
ADVANIA AB (FB),2016,7049290.93
ADVANIA AB (FB),2017,5805583.82
ADVANIA AB (FB),2018,4554392.01
ADVANIA AB (FB),2019,7126585.210000001
ADVANTUM KOMPETENS,2016,14624.75
ADVANTUM KOMPETENS,2017,14942.5
ADVANTUM KOMPETENS,2018,12240.0
ADVANTUM KOMPETENS (FB),2018,83000.0
ADVANTUM KOMPETENS (FB),2019,117719.99999999999
ADVANTUM PROGRESS AB,2019,269180.0
ADVECTAS AB,2016,51922.0
ADVECTAS AB,2017,49850.0
ADVECTAS AB,2018,61808.0
ADVECTAS AB,2019,56105.0
ADVENTUM SPECIALPEDAGOGIK AB,2016,482900.0
ADVENTUM SPECIALPEDAGOGIK AB,2017,297000.0
ADVENTUM SPECIALPEDAGOGIK AB,2018,367950.0
ADVENTUM SPECIALPEDAGOGIK AB,2019,541200.0
ADVENTUM VÅRD AB,2016,3720885.0
ADVENTUM VÅRD AB,2017,666940.0
ADVENTUM VÅRD AB,2019,2592500.0
ADVISER,2016,36749.5
ADVISER,2017,13300.0
ADVISER,2018,70949.75
ADVISER,2019,29500.0
ADVISER THINK STUDIO AB,2016,450.5
ADVISER THINK STUDIO AB,2017,1500.0
ADVISER THINK STUDIO AB,2018,1500.0
ADVOKAT LINN SCHOLANDER AB,2016,118920.0
