organisationsnummer,year,belopp,financial_turnover,proportion_of_turnover
5568551104,2019,3614030.4299999997,1372744000.0,0.0026327053186901562
5561764613,2019,134029.53,51841000.0,0.0025853963079415904
5562870229,2019,21845887.53999999,8544432000.0,0.002556739586668838
5563458156,2019,19860.0,7978000.0,0.002489345700676861
5562413061,2019,214328.70000000007,86758000.0,0.002470420018903157
5564485638,2019,362489.5,156524000.0,0.0023158716874089598
5560129206,2019,35866510.08000023,15618145000.0,0.0022964641498718465
5565439337,2019,490849.49,214064000.0,0.002293003447567083
5560327263,2019,20379.75,8976000.0,0.002270471256684492
5566495676,2019,21801.760000000002,9608000.0,0.0022691257285595338
5567398218,2019,238194.96000000002,106376000.0,0.00223917951417613
5562002690,2019,23152.12,10539000.0,0.0021968042508776924
5564693520,2019,3162387.1300000073,1578390000.0,0.0020035524363433673
5563381176,2019,654992.78,327317000.0,0.0020010961239410115
5564941010,2019,12879.71,6706000.0,0.0019206248135997612
5565284600,2019,156391.33,83300000.0,0.00187744693877551
5561856385,2019,1264158.6100000008,698287000.0,0.001810371108154671
5565534566,2019,103692.67000000001,57895000.0,0.0017910470679678731
5561974188,2019,15498364.680000048,8849699000.0,0.001751287211011363
5560495235,2019,578008.79,330932000.0,0.0017466089408095923
5565956165,2019,250729.75,148324000.0,0.0016904192848089317
5565014460,2019,18815.5,11163000.0,0.001685523604765744
5565295911,2019,1486677.7300000002,883024000.0,0.0016836209774592765
5562540673,2019,1924355.5,1162852000.0,0.0016548584858606253
5564027422,2019,40997.75,24811000.0,0.0016524021603321107
5564363421,2019,1565177.4700000004,1010415000.0,0.0015490441749182271
5564921756,2019,30781.0,20175000.0,0.0015257001239157373
5561965129,2019,9108.75,6155000.0,0.0014798943948009747
5561043539,2019,4347383.010000006,2966000000.0,0.0014657393830074196
5560724824,2019,156571.5,106856000.0,0.0014652569813580895
5563944874,2019,89089.30000000002,61298000.0,0.0014533802081633988
5566285952,2019,16878.619999999995,11826000.0,0.001427246744461356
5566277454,2019,24733.0,17889000.0,0.0013825814746492259
5567999916,2019,36516.0,27055000.0,0.0013496950656070967
5564094802,2019,356803.58,283238000.0,0.0012597306152423052
5562030576,2019,6334313.749999999,5209501000.0,0.001215915641440514
5562291913,2019,46544.78999999999,39430000.0,0.0011804410347451178
5561907329,2019,1664792.0900000015,1435406000.0,0.0011598057204721182
5568021199,2019,1261674.7500000002,1107819000.0,0.0011388816674926141
5567891188,2019,14187.540000000005,12752000.0,0.0011125737139272274
5568815236,2019,10142.410000000005,9255000.0,0.0010958843868179367
5564209046,2019,33965.520000000004,31003000.0,0.001095555913943812
5565916961,2019,1163673.07,1067716000.0,0.0010898713421921185
5563641595,2019,374118.5,350117000.0,0.0010685527980646469
5562224617,2019,235325.25000000003,222231000.0,0.0010589217975889953
5560113465,2019,324965.5,310590000.0,0.0010462844908078173
5560832577,2019,203462.19999999998,200433000.0,0.0010151132797493426
5569370942,2019,54000.0,53290000.0,0.0010133233252017264
5560049057,2019,1065110.8899999997,1074716000.0,0.0009910626528310733
5569316366,2019,100808.63999999998,107202000.0,0.0009403615604186488
5562048974,2019,69151.50000000001,73866000.0,0.0009361749654780279
5560777491,2019,24000.0,25649000.0,0.0009357089945027096
5561971291,2019,111461.85,120827000.0,0.0009224912478171271
5564531514,2019,82160.8,90584000.0,0.0009070122758986134
5564930492,2019,534827.6900000001,606124000.0,0.0008823733922431714
5565957809,2019,57008.810000000005,65011000.0,0.0008769102151943518
5569603094,2019,9588.0,11574000.0,0.0008284085018144116
5564795598,2019,3176368.7500000005,3932607000.0,0.0008077005279195201
5564638855,2019,111992.00000000001,141281000.0,0.0007926897459672569
5564188075,2019,85642.65000000001,109905000.0,0.0007792425276375052
5561149617,2019,119943.8,154344000.0,0.0007771199398745659
5569198582,2019,9315.9,12073000.0,0.0007716309119522902
5563868255,2019,35901.0,47514000.0,0.0007555878267458012
5560335977,2019,415002.22000000003,607465000.0,0.0006831705859596849
5560266602,2019,5448.119999999999,8135000.0,0.0006697135832821142
5567531131,2019,17016.3,25520000.0,0.0006667829153605016
5560528753,2019,2750007.5299999993,4589867000.0,0.0005991475417479416
5562644558,2019,66940.55,112976000.0,0.0005925200927630647
5567646871,2019,86708.34,150248000.0,0.0005771014589212502
5563595429,2019,239855.25,419025000.0,0.0005724127438696975
5567385629,2019,3335.25,5859000.0,0.000569252432155658
5567882963,2019,3214.29,5817000.0,0.0005525683341928829
5563340941,2019,121950.1,224343000.0,0.0005435877205885631
5568018989,2019,17767.43,32801000.0,0.0005416734245907137
5568180615,2019,2691.97,5046000.0,0.0005334859294490685
5567675219,2019,6000.0,11345000.0,0.0005288673424416042
5567291140,2019,25523.059999999998,49244000.0,0.0005182978636991308
5561568576,2019,686.0,1328000.0,0.000516566265060241
5565227161,2019,39580.0,76899000.0,0.0005147011014447522
5566184536,2019,170349.94,337121000.0,0.0005053080051376212
5564834561,2019,4500.0,9013000.0,0.000499278819482969
5562528280,2019,89587.24,180322000.0,0.0004968181364448043
5566269345,2019,158629.49,325766000.0,0.0004869430511471424
5564899176,2019,82891.0,176310000.0,0.0004701434972491634
5569826323,2019,2886.6,6297000.0,0.00045840876607908525
5565435038,2019,15124.150000000001,35786000.0,0.00042262756385178565
5565275418,2019,33695.96000000001,83906000.0,0.00040159178127905043
5560297029,2019,10059143.5,25693000000.0,0.00039151299964971
5566643762,2019,15900.75,41293000.0,0.00038507131959412006
5567797559,2019,12524.02,36324000.0,0.0003447863671401828
5565498952,2019,856870.25,2685367000.0,0.00031908869439447197
5561552794,2019,298776.41,979862000.0,0.00030491682502229903
5566250592,2019,18500.0,60787000.0,0.000304341388783786
5564734084,2019,43147.24999999999,143593000.0,0.0003004829622613915
5565805412,2019,16576.0,56129000.0,0.0002953197099538563
5569175655,2019,3364.16,11575000.0,0.00029064017278617707
5562364272,2019,111646.73,388280000.0,0.000287541799732152
5563340560,2019,16073.82,56121000.0,0.0002864136419522104
5565120408,2019,4249.75,16028000.0,0.0002651453706014475
5560886565,2019,40850.93000000001,154427000.0,0.0002645323032889327
5563023315,2019,131976.34,528743000.0,0.0002496039474754276
5560502790,2019,1418.87,5733000.0,0.00024749171463457175
5564939519,2019,57384.84,241421000.0,0.00023769614076654474
5560846783,2019,1088420.49,4693312000.0,0.0002319088289889954
5562963503,2019,21809.75,98753000.0,0.00022085151843488299
5563366292,2019,247063.63999999998,1152139000.0,0.00021443909111661005
5564578895,2019,16295.0,81825000.0,0.00019914451573479987
5569725327,2019,6900.0,35157000.0,0.00019626247973376568
5567511414,2019,68319.33999999997,354581000.0,0.00019267625732907281
5560657958,2019,31704.5,185504000.0,0.00017091006123857167
5563251486,2019,30744.17999999999,182230000.0,0.00016871085990232117
5561386532,2019,3347014.6699999995,20321000000.0,0.0001647071832094877
5563437218,2019,34571.0,210405000.0,0.0001643069318694898
5566214044,2019,79183.90999999999,489351000.0,0.00016181413750048531
5562045004,2019,191911.43999999992,1198563000.0,0.0001601179412346284
5566887633,2019,6199.91,39184000.0,0.0001582255512454063
5560523903,2019,93886.44,625159000.0,0.00015018009818302223
5567703797,2019,1325.72,9545000.0,0.00013889156626506024
5560469206,2019,92319.9,753517000.0,0.00012251866912093556
5563182632,2019,35706.0,297954000.0,0.00011983729031998227
5566103429,2019,119439.25,1014890000.0,0.0001176868921755067
5562621689,2019,37558.25,328548000.0,0.00011431586860976175
5563846095,2019,3726.75,34955000.0,0.00010661564869117437
5560254525,2019,135735.64,1340249000.0,0.00010127643445359781
5562468172,2019,135577.15,1377183000.0,9.84452683485056e-05
5567901557,2019,10624.75,111883000.0,9.49630417489699e-05
5560193764,2019,68681.94,731185000.0,9.393237005682556e-05
5560249970,2019,3399.25,37421000.0,9.083803212100158e-05
5560003575,2019,310106.9400000001,3442660000.0,9.007771316365836e-05
5566236278,2019,52286.25,596122000.0,8.77106531884413e-05
5562004431,2019,17390.46,199048000.0,8.736817250110526e-05
5560238445,2019,99269.21999999999,1158089000.0,8.571812701787167e-05
5568093487,2019,21339.690000000002,277737000.0,7.683416325516587e-05
5566719414,2019,767.2,11083000.0,6.922313453036182e-05
5561128074,2019,40454.42999999999,622601000.0,6.497649377370096e-05
5564451846,2019,19813.41,324140000.0,6.112608749305856e-05
5560398306,2019,90326.0,1489086000.0,6.065868593217585e-05
5561062174,2019,125075.84,2104968000.0,5.941935459351401e-05
5561977025,2019,2182.08,38444000.0,5.675996254291957e-05
5562007111,2019,732.0,13008000.0,5.627306273062731e-05
5568651359,2019,29175.2,615097000.0,4.743186846952594e-05
5560148412,2019,282810.72,6011694000.0,4.704343235034916e-05
5561836957,2019,1813.6,39957000.0,4.5388792952423856e-05
5565874541,2019,990.5,23066000.0,4.294199254313708e-05
5561171199,2019,103195.13999999998,2454380000.0,4.204529860901734e-05
5560451907,2019,67367.32,1671765000.0,4.029712310043577e-05
5560514571,2019,13040.900000000001,325100000.0,4.011350353737312e-05
5565490678,2019,117944.92000000001,2942943000.0,4.00772016311563e-05
5564397478,2019,21747.379999999997,614315000.0,3.540102390467431e-05
5566394804,2019,9977.43,290040000.0,3.440018618121638e-05
5560377326,2019,212775.48,6709000000.0,3.1714932180652854e-05
5563180495,2019,11412.000000000002,376182000.0,3.0336379731087617e-05
5567699920,2019,992.75,34763000.0,2.8557661881885913e-05
5560895814,2019,16932.800000000007,646568000.0,2.618873807550019e-05
5560127713,2019,14072.92,578618000.0,2.4321607692812876e-05
5569813172,2019,131924.19999999998,5457655000.0,2.417232309480903e-05
5564943388,2019,15851.34,658185000.0,2.408341119897901e-05
5561236141,2019,5117.71,213171000.0,2.4007533857794915e-05
5560605791,2019,369092.28,18423812000.0,2.0033437162732666e-05
5560047903,2019,729480.5299999998,44382292000.0,1.643629693572382e-05
5567738249,2019,199064.35999999996,14601174000.0,1.3633448926778077e-05
5562771997,2019,667.92,49249000.0,1.3562102783812868e-05
5565867016,2019,1125.0,85233000.0,1.3199113019605083e-05
5562973320,2019,59225.88,5679587000.0,1.0427849771471058e-05
5562039148,2019,14714.849999999997,1485690000.0,9.904387860186174e-06
5560631086,2019,124109.69999999998,12776567000.0,9.713853494448077e-06
5562025196,2019,24691.889999999996,3712778000.0,6.650516136434765e-06
5561030437,2019,37424.32,7983618000.0,4.6876391129936326e-06
5565367488,2019,3478.4,1214000000.0,2.8652388797364085e-06
5564811833,2019,179.93,77672000.0,2.316536203522505e-06
5565763967,2019,44.75,24919000.0,1.7958184517837794e-06
5564599156,2019,7000.0,6050479000.0,1.1569331948759759e-06
5565295960,2019,640.8,1464916000.0,4.374312247255132e-07
5564061702,2019,158.4,1111725000.0,1.4248127909330097e-07
5566516489,2019,240.0,2721448000.0,8.818834679185492e-08
